text,diagnose,ICD,token_text,length
内窥镜下经鼻蝶入路垂体腺瘤切除术,经蝶骨垂体病损切除术,07.6201,内窥镜 下经 鼻蝶入 路 垂体 腺瘤 切除术,7
剖左胸，左肺下叶切除术,肺叶切除术,32.4902,剖 左 胸 ， 左肺 下叶 切除术,7
右侧鼓室成形术（I型）,"鼓室成形术,I型",19.4x01,右侧 鼓室 成形术 （ I 型 ）,7
胸腔镜下漏斗胸微创矫治术,胸腔镜下漏斗胸矫正术,34.7402,胸腔镜 下 漏斗 胸 微创 矫治 术,7
经额下入路嗅沟脑膜瘤切除术,脑膜病损切除术,01.5106,经额 下入 路 嗅 沟 脑膜瘤 切除术,7
经尿道膀胱镜激光碎石术,经尿道膀胱激光碎石术,57.0x06,经 尿道 膀胱 镜 激光 碎石 术,7
经尿道双J管置入术,经尿道输尿管支架置入术,59.8x03,经 尿道 双 J 管 置入 术,7
右侧脑室Ommaya囊置入外引流术,脑室Ommaya泵置入术,02.2204,右侧 脑室 Ommaya 囊 置入 外 引流术,7
左桡动脉-头静脉造瘘术,为肾透析，动静脉吻合术,39.2700,左 桡动脉 - 头 静脉 造 瘘术,7
左锁骨钢板内固定取出术,锁骨内固定装置去除术,78.6103,左 锁骨 钢板 内 固定 取出 术,7
左侧甲状腺全切除+峡部切除术,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,左侧 甲状腺 全 切除 + 峡部 切除术,7
膀胱镜下输尿管支架管取出术,膀胱镜输尿管支架取出术,97.6205,膀胱 镜下 输尿管 支架 管 取出 术,7
宫腔镜检查+子宫内膜活检术,宫腔镜子宫活组织检查,68.1602,宫腔镜 检查 + 子宫 内膜 活检 术,7
L4/5神经根封闭术,脊神经根阻滞术,03.9102,L4 / 5 神经 根 封闭 术,7
CT引导选择性神经根注射术,周围神经注射,04.8000,CT 引导 选择性 神经 根 注射 术,7
支撑喉镜下行双侧声带息肉切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下行 双侧 声带 息肉 切除术,7
子宫下段剖宫产术产科剖宫产,低位子宫下段剖宫产,74.1x00,子宫 下 段 剖宫产 术 产科 剖宫产,7
前囟颅骨板障内肿块切除术,颅骨病损的切除术,01.6x00,前 囟 颅骨 板障 内 肿块 切除术,7
双乳包块微创旋切术}。,乳房病损局部切除术,85.2100,双乳 包块 微创 旋切 术 } 。,7
鼻内镜下鼻窦开放术。,鼻窦切开术,22.5000,鼻 内镜 下 鼻窦 开放 术 。,7
后腹腔镜下左肾上腺囊肿切除术,腹腔镜肾上腺病损切除术,07.2102,后 腹腔镜 下 左 肾上腺 囊肿 切除术,7
神经内镜下三脑室底造瘘术,神经内镜第三脑室造口术,02.2202,神经 内镜 下 三 脑室 底造 瘘术,7
经尿道膀胱肿瘤钬激光切除术,经尿道膀胱病损激光烧灼术,57.4903,经 尿道 膀胱 肿瘤 钬 激光 切除术,7
脑膜切开伴硬脑膜下脓肿引流术,脑膜切开伴硬脑膜下脓肿引流术,01.3103,脑膜 切开 伴硬 脑膜 下 脓肿 引流术,7
腹腔镜下肾上腺切除术（右）,腹腔镜单侧肾上腺切除术,07.2201,腹腔镜 下 肾上腺 切除术 （ 右 ）,7
桡动脉－头静脉内瘘吻合术,为肾透析，动静脉吻合术,39.2700,桡动脉 － 头 静脉 内 瘘 吻合术,7
显微支撑喉镜下声带病损切除术,支撑喉镜下声带显微缝合术,30.0910,显微 支撑 喉镜 下声 带病 损 切除术,7
前交通动脉瘤微弹簧圈栓塞术,经导管颅内血管弹簧圈栓塞术,39.7210,前 交通 动脉瘤 微 弹簧圈 栓塞 术,7
支撑喉镜下声带息肉摘除术。,内镜下声带病损切除术,30.0905,支撑 喉镜 下 声带 息肉 摘除术 。,7
经皮锁骨下动脉支架置入术,锁骨下动脉支架置入术,39.9008,经皮 锁骨 下 动脉 支架 置入 术,7
经尿道前列腺选择性光汽化术,经尿道(超声)激光诱导前列腺切除术(TULIP),60.2100,经 尿道 前列腺 选择性 光 汽化 术,7
胸椎后路椎板切除扩大减压术,椎板切除减压术,03.0912,胸椎 后路 椎板 切除 扩大 减压 术,7
经尿道膀胱气压弹道碎石术,经尿道膀胱气压弹道碎石术,57.0x07,经 尿道 膀胱 气压 弹道 碎石 术,7
支撑喉镜显微镜下声带囊肿切除术,支撑喉镜下声带显微缝合术,30.0910,支撑 喉镜 显微镜 下 声带 囊肿 切除术,7
全面部骨折切开复位内固定术,面骨骨折切开复位内固定术,76.7901,全面 部 骨折 切开 复位 内 固定术,7
腰1椎体骨折球囊扩张成形术,经皮椎体球囊扩张成形术,81.6601,腰 1 椎体 骨折 球囊 扩张 成形术,7
皮肤和皮下组织异物切开取出术,皮肤和皮下组织异物切开取出术,86.0502,皮肤 和 皮下组织 异物 切开 取出 术,7
右侧支撑喉镜下声带肿物切除术,内镜下声带病损切除术,30.0905,右侧 支撑 喉镜 下 声带 肿物 切除术,7
左股骨颈骨折闭合复位内固定,股骨骨折闭合性复位术伴内固定,79.1500,左 股骨颈 骨折 闭合 复位 内 固定,7
支撑喉镜下喉部新生物切除术,支撑喉镜下喉病损切除术,30.0911,支撑 喉镜 下 喉部 新 生物 切除术,7
经鼻中隔蝶窦鞍区占位性病变切除术,鞍区病损切除术,01.5902,经 鼻中隔 蝶窦 鞍区 占位性 病变 切除术,7
经椎弓根腰1椎体内固定术,椎骨内固定术,78.5904,经 椎弓 根腰 1 椎体 内 固定术,7
支撑喉镜下声带肿物激光切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 声带 肿物 激光 切除术,7
胸腔镜下左肺下叶局部切除术,胸腔镜下肺叶部分切除术,32.3001,胸腔镜 下 左 肺 下叶 局部 切除术,7
大脑开颅右侧额叶占位性病变切除术,额叶病损切除术,01.5909,大脑 开颅 右侧 额叶 占位性 病变 切除术,7
B超引导下右肾穿刺造瘘术,肾造口术,55.0200,B超 引导 下 右肾 穿刺 造 瘘术,7
胸腔镜下左肺下叶部分切除术,胸腔镜下肺叶部分切除术,32.3001,胸腔镜 下 左 肺 下叶 部分 切除术,7
根治性肾切除术(后腹腔镜),腹腔镜下单侧肾切除术,55.5103,根治性 肾 切除术 ( 后 腹腔镜 ),7
腰1椎体压缩骨折PKP术,经皮椎体增强,81.6600,腰 1 椎体 压缩 骨折 PKP 术,7
左侧支撑喉镜下声带囊肿切除术,内镜下声带病损切除术,30.0905,左侧 支撑 喉镜 下 声带 囊肿 切除术,7
显微支撑喉镜下声带息肉摘除术,支撑喉镜下声带显微缝合术,30.0910,显微 支撑 喉镜 下 声带 息肉 摘除术,7
漏斗胸矫正术(胸腔镜下),胸腔镜下漏斗胸矫正术,34.7402,漏斗 胸 矫正术 ( 胸腔镜 下 ),7
腰椎骨折球囊后凸成型术,经皮椎体球囊扩张成形术,81.6601,腰椎 骨折 球囊 后 凸 成型 术,7
电视喉镜下喉新生物活检术,闭合性[内镜]喉活组织检查,31.4300,电视 喉镜 下喉 新 生物 活检 术,7
输尿管镜下移植肾双J管拔除术,输尿管镜输尿管支架取出术,97.6204,输尿管 镜下 移植 肾双 J 管 拔除 术,8
鼻内镜下鼻咽部肿物活检术,内镜下鼻咽活组织检查,29.1203,鼻 内镜 下 鼻咽 部 肿物 活检 术,8
大隐静脉高位结扎，分段剥脱术,大隐静脉高位结扎和剥脱术,38.5901,大隐 静脉 高位 结扎 ， 分段 剥脱 术,8
左侧甲状腺切除术+右侧甲状腺部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左侧 甲状腺 切除术 + 右侧 甲状腺 部分 切除术,8
双侧胸交感神经切除术(胸腔镜下),胸交感神经切除术,05.2903,双侧 胸 交感神经 切除术 ( 胸腔镜 下 ),8
显微镜支撑喉镜下左侧声带息肉切除术,支撑喉镜下声带显微缝合术,30.0910,显微镜 支撑 喉镜 下 左侧 声带 息肉 切除术,8
经尿道前列腺绿激光气化术。,经尿道(超声)激光诱导前列腺切除术(TULIP),60.2100,经 尿道 前列腺 绿 激光 气化 术 。,8
立体定向微创穿刺颅内病灶活检术,神经导航下颅内病变活组织检查,01.1301,立体 定向 微创 穿刺 颅内 病灶 活检 术,8
左侧大隐静脉高位结扎分段剥脱术,大隐静脉高位结扎和剥脱术,38.5901,左侧 大隐 静脉 高位 结扎 分段 剥脱 术,8
下颌骨颏部骨折切开复位内固定术,下颌骨骨折切开复位内固定术,76.7602,下颌骨 颏 部 骨折 切开 复位 内 固定术,8
支撑喉显微镜下右侧声带息肉摘除术,支撑喉镜下声带显微缝合术,30.0910,支撑 喉 显微镜 下 右侧 声带 息肉 摘除术,8
显微喉镜下双侧声带病损切除术,支撑喉镜下声带显微缝合术,30.0910,显微 喉镜 下 双侧 声 带病 损 切除术,8
支撑喉镜下双侧声带新生物摘除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 双侧 声带 新 生物 摘除术,8
为肾透析的股静脉置管术,静脉导管插入术，为肾透析,38.9500,为 肾 透析 的 股 静脉 置 管术,8
经皮胸12椎体后凸成型术,经皮椎体增强,81.6600,经皮 胸 12 椎体 后 凸 成型 术,8
输尿管腔内碎石术（右）,经尿道输尿管和肾盂梗阻去除,56.0x00,输尿管 腔 内 碎石 术 （ 右 ）,8
为肾透析半永久静脉插管术,为肾透析半永久静脉插管术,38.9501,为 肾 透析 半 永久 静脉 插管 术,8
B超引导下经会阴前列腺穿刺活检术,闭合性[经皮][针吸]前列腺活组织检查,60.1100,B超 引导 下经 会阴 前列腺 穿刺 活检 术,8
大隐静脉高位结扎+点式剥脱术,大隐静脉高位结扎和剥脱术,38.5901,大隐 静脉 高位 结扎 + 点式 剥脱 术,8
介入下胸主动脉腔内隔绝术,胸主动脉移植物的血管内植入术,39.7300,介入 下 胸 主动脉 腔 内 隔绝 术,8
右甲状腺切除术+左甲状腺部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺 切除术 + 左 甲状腺 部分 切除术,8
(胸腔镜)胸腔镜下纵隔肿瘤切除术,胸腔镜下纵隔病损切除术,34.3x04,( 胸腔镜 ) 胸腔镜 下 纵隔 肿瘤 切除术,8
胸主动脉透壁性溃疡腔内修复术,胸主动脉移植物的血管内植入术,39.7300,胸 主动脉 透壁 性溃疡 腔 内 修复 术,8
神经导航下右侧脑室腹腔分流术,侧脑室腹腔内分流术,02.3401,神经 导航 下 右侧 脑室 腹腔 分流 术,8
支撑喉镜下双侧声带息肉切除术。,内镜下声带病损切除术,30.0905,支撑 喉镜 下 双侧 声带 息肉 切除术 。,8
大隐静脉高位结扎+分段剥脱术,大隐静脉高位结扎和剥脱术,38.5901,大隐 静脉 高位 结扎 + 分段 剥脱 术,8
c臂x线导引下椎间盘造影术,椎间盘造影,87.2101,c 臂 x 线 导引 下 椎间盘 造影术,8
右侧膝关节三间室置换术（强生）,全部膝关节置换,81.5400,右侧 膝关节 三间 室 置换术 （ 强生 ）,8
脑室镜下右侧单鼻孔经蝶垂体瘤切除术,经蝶骨垂体病损切除术,07.6201,脑室 镜下 右侧 单 鼻孔 经蝶 垂体瘤 切除术,8
左侧人工全髋关节置换术（Zimmer）,全髋关节置换,81.5100,左侧 人工 全 髋关节 置换术 （ Zimmer ）,8
子宫下段剖宫产术（二次）,低位子宫下段剖宫产,74.1x00,子宫 下 段 剖宫产 术 （ 二次 ）,8
左叶甲状腺切除、右叶甲状腺部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左叶 甲状腺 切除 、 右叶 甲状腺 部分 切除术,8
经额钻孔慢性硬膜下血肿冲洗引流术,硬脑膜下钻孔引流术,01.3108,经额 钻孔 慢性 硬膜 下 血肿 冲洗 引流术,8
胸主动脉覆膜支架腔内修复术,胸主动脉覆膜支架腔内隔绝术,39.7303,胸 主动脉 覆膜 支架 腔 内 修复 术,8
神经内镜下三脑室底造瘘术。,神经内镜第三脑室造口术,02.2202,神经 内镜 下 三 脑室 底造 瘘术 。,8
经右股静脉行下腔静脉可回收滤器置入术,下腔静脉滤器置入术,38.7x04,经右股 静脉 行下腔 静脉 可回收 滤器 置入 术,8
支撑喉镜下二氧化碳激光声带肿物切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 二氧化碳 激光 声带 肿物 切除术,8
神经导航下右颞叶占位显微切除术。,颞叶病损切除术,01.5913,神经 导航 下右 颞叶 占位 显微 切除术 。,8
胸腔镜下双侧胸4交感神经干切断术,胸腔镜下交感神经切断术,05.0x01,胸腔镜 下 双侧 胸 4 交感神经 干 切断术,8
右侧甲状腺全切，左侧甲状腺次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右侧 甲状腺 全切 ， 左侧 甲状腺 次全 切除术,8
右甲状腺全切、左甲状腺次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺 全切 、 左 甲状腺 次全 切除术,8
左甲状腺腺叶+右甲状腺大部切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左 甲状腺 腺叶 + 右 甲状腺 大部 切除术,8
CT引导下半月神经节温控射频脉冲热凝术,三叉神经半月节射频热凝术,04.2x08,CT 引导 下半月 神经节 温控 射频 脉冲 热凝术,8
显微支撑喉镜下双侧声带息肉摘除术,支撑喉镜下声带显微缝合术,30.0910,显微 支撑 喉镜 下 双侧 声带 息肉 摘除术,8
支撑喉镜下声带息肉CO2激光切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 声带 息肉 CO2 激光 切除术,8
乙状窦后入路面神经微血管减压术,面神经微血管减压术,04.4204,乙状 窦后 入 路面 神经 微血管 减压 术,8
右甲状腺叶切除 左甲状腺部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺 叶 切除   左 甲状腺 部分 切除术,8
支撑喉镜下CO2激光会厌肿物切除术,内镜下会厌病损激光切除术,30.0904,支撑 喉镜 下 CO2 激光 会厌 肿物 切除术,8
左大隐静脉高位结扎、分段剥脱术,大隐静脉高位结扎和剥脱术,38.5901,左大隐 静脉 高位 结扎 、 分段 剥脱 术,8
左侧大脑慢性硬膜下血肿钻孔引流术,硬脑膜下钻孔引流术,01.3108,左侧 大脑 慢性 硬膜 下 血肿 钻孔 引流术,8
内镜胃黏膜下剥离术（ESD）,内镜下胃黏膜下剥离术[ESD],43.4107,内镜 胃黏膜 下 剥离 术 （ ESD ）,8
支撑喉镜下右声带肿物CO2激光切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下右 声带 肿物 CO2 激光 切除术,8
了左侧额颞顶部颅骨钻孔引流术,颅骨钻孔引流术,01.2409,了 左侧 额 颞 顶部 颅骨 钻孔 引流术,8
左侧全膝关节表面置换术（Depuy）,全部膝关节置换,81.5400,左侧 全 膝关节 表面 置换术 （ Depuy ）,8
支撑喉镜显微镜下右侧声带肿物切除术,支撑喉镜下声带显微缝合术,30.0910,支撑 喉镜 显微镜 下 右侧 声带 肿物 切除术,8
部分膝关节置换术右膝关节内侧间室置换术,部分膝关节置换术,81.5401,部分 膝关节 置换术 右 膝关节 内侧 间室 置换术,8
床旁锥颅颅内压监测电极置入术,颅内压监测,01.1000,床 旁锥颅 颅内 压 监测 电极 置入 术,8
左眼外直肌一条眼外肌后徙术,一条眼外肌的后徙术,15.1100,左眼 外直 肌 一条 眼外 肌后 徙 术,8
右侧侧脑室前角颅内压探头置入术,颅内压监测,01.1000,右侧 侧脑室 前角 颅内 压 探头 置入 术,8
超声引导下移植肾穿刺活检术,肾穿刺活组织检查,55.2301,超声 引导 下 移植 肾 穿刺 活检 术,8
电视喉镜下双侧声带新生物摘除术,内镜下声带病损切除术,30.0905,电视 喉镜 下 双侧 声带 新 生物 摘除术,8
了右侧额颞顶部颅骨钻孔引流术,颅骨钻孔引流术,01.2409,了 右侧 额 颞 顶部 颅骨 钻孔 引流术,8
支撑喉镜下双侧声带新生物切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 双侧 声带 新 生物 切除术,8
经右股静脉行下腔静脉临时滤器取出术,下腔静脉滤器取出术,39.4902,经右股 静脉 行下腔 静脉 临时 滤器 取出 术,8
腹腔镜下肾上腺肿瘤切除术（右侧）,腹腔镜肾上腺病损切除术,07.2102,腹腔镜 下 肾上腺 肿瘤 切除术 （ 右侧 ）,8
面骨多发骨折术后内固定物取出术,去除面骨内固定装置,76.9700,面骨 多发 骨折 术后 内 固定物 取出 术,8
双侧颅骨钻孔硬膜下血肿冲洗引流术,颅骨钻孔引流术,01.2409,双侧 颅骨 钻孔 硬膜 下 血肿 冲洗 引流术,8
经尿道膀胱结石气压弹道碎石术,经尿道膀胱气压弹道碎石术,57.0x07,经 尿道 膀胱 结石 气压 弹道 碎石 术,8
右侧乙状窦后入路开颅面神经减压术,面神经减压术,04.4203,右侧 乙状 窦后 入路 开颅 面神经 减压 术,8
支撑喉镜下CO2激光声带白斑切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 CO2 激光 声带 白斑 切除术,8
右侧全膝关节表面置换术（强生）,全部膝关节置换,81.5400,右侧 全 膝关节 表面 置换术 （ 强生 ）,8
右侧额颞顶部去骨瓣减压术,颅骨去骨瓣减压术,01.2413,右侧 额 颞 顶部 去 骨瓣 减压 术,8
锁骨下静脉穿刺中心静脉置管术,锁骨下静脉穿刺中心静脉置管术,38.9303,锁骨 下 静脉 穿刺 中心 静脉 置 管术,8
右甲状腺部分+左甲状腺腺叶切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺 部分 + 左 甲状腺 腺叶 切除术,8
左尺骨鹰嘴骨折切开复位内固定,尺骨骨折切开复位内固定术,79.3202,左 尺骨 鹰嘴 骨折 切开 复位 内 固定,8
左大腿中下1/3截肢术,大腿截断术,84.1701,左 大腿 中下 1 / 3 截肢 术,8
左侧大脑中动脉动脉瘤开颅夹闭术,大脑中动脉瘤夹闭术,39.5103,左侧 大脑 中 动脉 动脉瘤 开颅 夹 闭术,8
(左侧)髌骨切开复位内固定,髌骨骨折切开复位内固定术,79.3604,( 左侧 ) 髌骨 切开 复位 内 固定,8
膀胱镜下移植肾DJ管拔除术,膀胱镜D-J管取出术,97.6402,膀胱 镜下 移植 肾 DJ 管 拔除 术,8
左胫骨平台骨折切开复位内固定术,胫骨骨折切开复位内固定术,79.3601,左 胫骨 平台 骨折 切开 复位 内 固定术,8
